Age,Gender,Menstrual,Sleep_Hours,Water_Intake,Steps,Exercise_Hrs,Behaviour,Character,Mood,Favourite_Food
45,Female,NA,4.3,2.4,13627,0.6,Polite,Good,Sad,Ice Cream
48,Transgender,N/A,5.8,3.5,2685,2.8,Calm,Calm,Sad,Pizza
39,Transgender,N/A,4.3,1.0,1857,0.5,Rude,Friendly,Sad,Salad
57,Female,NA,6.8,1.1,13839,1.5,Rude,Friendly,Joy,Pizza
60,Female,Yes,5.6,1.7,4982,1.7,Harsh,Good,Smile,Smoothie
31,Male,N/A,6.0,3.9,6800,0.2,Polite,Friendly,Smile,Sushi
19,Transgender,N/A,6.1,1.3,11065,1.0,Calm,Good,Smile,Biryani
38,Female,Yes,5.6,2.2,12924,1.3,Polite,Friendly,Sad,Dosa
45,Male,N/A,8.6,2.1,6011,1.8,Calm,Good,Joy,Sushi
49,Female,Yes,6.5,3.6,3019,0.4,Harsh,Calm,Happy,Pizza
27,Female,Yes,6.6,1.5,4924,0.6,Rude,Friendly,Smile,Salad
53,Transgender,N/A,4.8,2.1,5866,1.3,Polite,Friendly,Joy,Salad
38,Transgender,N/A,4.6,1.5,13400,0.5,Polite,Good,Happy,Pizza
23,Female,No,7.6,3.6,2197,2.8,Polite,Calm,Happy,Smoothie
39,Transgender,N/A,7.0,3.4,9263,2.9,Harsh,Friendly,Joy,Pasta
48,Transgender,N/A,4.4,3.2,3230,0.6,Harsh,Friendly,Sad,Fried Rice
56,Transgender,N/A,7.9,1.8,2243,1.8,Rude,Calm,Joy,Pasta
54,Transgender,N/A,7.7,0.8,2868,0.8,Calm,Friendly,Joy,Ice Cream
30,Transgender,N/A,5.5,1.6,8889,2.3,Calm,Calm,Sad,Burger
14,Female,NA,4.6,2.5,6850,0.2,Rude,Calm,Smile,Salad
20,Transgender,N/A,5.9,0.7,9684,2.6,Rude,Friendly,Joy,Salad
15,Transgender,N/A,6.8,3.4,11945,0.6,Calm,Good,Joy,Dosa
54,Male,N/A,4.5,3.0,3313,2.1,Polite,Good,Smile,Ice Cream
59,Female,Yes,6.3,2.1,8758,2.3,Polite,Calm,Smile,Fried Rice
55,Male,N/A,7.6,2.2,12768,2.4,Rude,Good,Joy,Ice Cream
53,Female,NA,7.0,1.7,6188,2.9,Calm,Calm,Joy,Ice Cream
40,Transgender,N/A,7.0,3.5,5349,1.4,Calm,Good,Sad,Dosa
53,Male,N/A,6.9,3.2,3260,0.9,Harsh,Friendly,Sad,Sushi
18,Transgender,N/A,6.3,2.8,3580,0.0,Harsh,Friendly,Sad,Ice Cream
34,Transgender,N/A,8.4,4.0,8957,1.3,Harsh,Good,Sad,Burger
54,Transgender,N/A,6.3,0.7,7504,2.6,Calm,Good,Sad,Smoothie
58,Male,N/A,4.6,2.6,8728,2.6,Rude,Friendly,Sad,Ice Cream
57,Transgender,N/A,7.4,1.6,11497,2.9,Rude,Friendly,Smile,Salad
20,Female,Yes,7.2,3.1,13794,1.9,Rude,Calm,Smile,Salad
22,Female,Yes,4.8,3.8,6514,0.5,Harsh,Friendly,Joy,Dosa
26,Female,NA,8.9,2.9,11774,0.8,Harsh,Friendly,Smile,Burger
38,Female,No,4.7,0.6,7157,0.4,Calm,Good,Joy,Smoothie
30,Transgender,N/A,5.8,1.7,11532,2.2,Polite,Friendly,Happy,Ice Cream
46,Female,NA,4.9,2.8,7526,0.3,Polite,Good,Joy,Salad
24,Male,N/A,8.5,2.6,7608,3.0,Polite,Calm,Smile,Burger
21,Female,Yes,6.0,0.9,8730,0.4,Calm,Calm,Sad,Smoothie
34,Male,N/A,6.8,2.0,5574,1.0,Harsh,Calm,Joy,Biryani
15,Female,Yes,8.2,3.0,10190,2.3,Harsh,Good,Joy,Ice Cream
41,Male,N/A,8.4,1.4,9379,1.1,Harsh,Good,Happy,Sushi
14,Transgender,N/A,4.6,3.2,9977,0.7,Harsh,Friendly,Smile,Smoothie
55,Male,N/A,8.0,3.5,1801,1.5,Calm,Calm,Sad,Burger
38,Male,N/A,4.4,1.8,2731,0.5,Rude,Friendly,Sad,Dosa
31,Male,N/A,5.6,2.8,1960,0.1,Polite,Calm,Joy,Fried Rice
32,Transgender,N/A,8.7,0.7,6388,0.9,Rude,Friendly,Happy,Ice Cream
53,Female,NA,8.9,1.7,8178,1.8,Calm,Friendly,Sad,Biryani
16,Transgender,N/A,5.7,3.0,1428,0.6,Calm,Good,Joy,Smoothie
53,Female,Yes,7.5,2.8,11530,0.7,Calm,Good,Joy,Biryani
22,Male,N/A,7.5,2.9,13267,0.7,Rude,Good,Happy,Salad
60,Male,N/A,6.8,3.2,11372,0.8,Calm,Good,Joy,Pasta
21,Transgender,N/A,5.5,3.5,6095,0.5,Polite,Calm,Joy,Ice Cream
35,Female,No,6.0,2.5,4793,0.5,Calm,Calm,Happy,Burger
45,Transgender,N/A,8.6,3.1,13797,0.1,Calm,Calm,Sad,Pasta
43,Female,No,6.3,1.8,6954,2.8,Polite,Calm,Joy,Burger
35,Transgender,N/A,5.3,1.7,9346,1.4,Calm,Calm,Happy,Pizza
40,Male,N/A,6.6,0.8,1461,0.1,Polite,Good,Joy,Pizza
26,Female,Yes,6.5,3.7,9918,0.7,Harsh,Calm,Sad,Pasta
44,Transgender,N/A,5.5,2.0,9869,1.1,Calm,Friendly,Joy,Pizza
24,Female,Yes,8.9,2.4,10060,0.7,Rude,Calm,Smile,Burger
39,Male,N/A,4.3,1.5,9646,3.0,Calm,Friendly,Smile,Smoothie
15,Male,N/A,4.6,1.2,14186,1.7,Harsh,Good,Happy,Dosa
18,Male,N/A,4.8,2.9,10970,1.5,Harsh,Good,Smile,Dosa
30,Female,NA,4.7,3.1,3010,0.4,Calm,Friendly,Sad,Dosa
60,Transgender,N/A,6.7,1.7,4923,1.1,Rude,Good,Sad,Dosa
55,Female,No,6.1,3.4,1569,0.7,Rude,Calm,Sad,Pasta
34,Male,N/A,5.6,1.6,9770,2.4,Polite,Friendly,Joy,Sushi
52,Male,N/A,5.2,2.3,4872,0.8,Polite,Good,Joy,Pasta
35,Male,N/A,5.3,3.0,8305,2.7,Rude,Friendly,Joy,Sushi
39,Male,N/A,4.4,2.9,9823,0.2,Polite,Friendly,Sad,Pasta
16,Female,No,8.6,1.6,13367,2.0,Polite,Friendly,Sad,Burger
14,Female,NA,5.3,2.1,13350,2.3,Calm,Calm,Sad,Fried Rice
54,Male,N/A,5.0,0.7,12055,0.3,Polite,Good,Sad,Fried Rice
13,Transgender,N/A,8.9,2.4,4011,2.5,Rude,Friendly,Smile,Dosa
38,Female,NA,7.4,1.6,6195,2.6,Rude,Good,Smile,Fried Rice
54,Female,Yes,7.8,2.3,1568,1.0,Polite,Friendly,Happy,Pizza
39,Transgender,N/A,4.1,0.8,5523,0.1,Rude,Calm,Sad,Fried Rice
33,Transgender,N/A,4.3,1.7,7265,0.5,Harsh,Calm,Joy,Biryani
56,Male,N/A,4.8,3.1,9200,0.5,Polite,Good,Happy,Burger
58,Female,Yes,5.6,3.0,11478,2.1,Polite,Friendly,Sad,Burger
19,Female,NA,5.7,1.2,6622,2.0,Polite,Friendly,Happy,Pasta
17,Female,Yes,8.2,3.5,6227,1.4,Rude,Good,Happy,Fried Rice
59,Female,NA,6.5,2.0,12811,2.5,Harsh,Good,Smile,Dosa
15,Female,Yes,7.6,3.4,6596,0.7,Harsh,Friendly,Happy,Sushi
57,Transgender,N/A,5.3,4.0,12107,2.8,Harsh,Calm,Joy,Smoothie
46,Female,Yes,5.9,3.9,9644,2.2,Rude,Friendly,Joy,Sushi
30,Female,Yes,7.9,1.0,12806,0.6,Polite,Calm,Joy,Fried Rice
51,Female,No,4.5,0.7,8932,0.6,Polite,Good,Smile,Dosa
19,Transgender,N/A,5.4,1.6,2291,1.4,Harsh,Calm,Smile,Sushi
30,Male,N/A,8.1,0.8,1704,1.6,Harsh,Good,Happy,Dosa
32,Female,Yes,5.3,1.4,3811,0.2,Harsh,Calm,Smile,Smoothie
35,Female,NA,4.2,2.4,7805,2.4,Calm,Calm,Happy,Burger
17,Female,No,8.7,1.7,12597,0.9,Calm,Friendly,Happy,Pasta
54,Transgender,N/A,6.7,3.9,3942,2.1,Rude,Good,Happy,Ice Cream
16,Male,N/A,8.3,3.7,5812,2.3,Rude,Friendly,Smile,Pizza
59,Male,N/A,6.2,1.2,1093,0.8,Polite,Calm,Happy,Salad
60,Male,N/A,8.0,2.4,10989,0.1,Rude,Calm,Happy,Ice Cream
39,Female,Yes,4.9,3.1,2723,3.0,Harsh,Calm,Happy,Biryani
54,Male,N/A,8.8,3.4,12996,2.3,Harsh,Friendly,Happy,Smoothie
36,Transgender,N/A,8.6,3.5,10196,2.2,Rude,Friendly,Happy,Pizza
33,Female,No,5.3,3.5,6713,1.3,Calm,Good,Sad,Ice Cream
31,Male,N/A,8.3,2.5,10589,0.8,Rude,Calm,Sad,Smoothie
20,Female,NA,6.7,1.2,9528,1.1,Calm,Calm,Smile,Ice Cream
22,Female,No,8.5,3.4,4091,2.4,Polite,Friendly,Happy,Pasta
16,Male,N/A,6.8,1.2,9030,1.3,Polite,Good,Sad,Dosa
49,Female,Yes,8.0,0.6,9652,0.4,Harsh,Good,Happy,Sushi
36,Male,N/A,7.1,2.5,1595,0.5,Rude,Calm,Smile,Fried Rice
40,Female,NA,6.9,1.0,14048,2.6,Calm,Calm,Sad,Burger
17,Transgender,N/A,6.3,2.9,6425,2.1,Rude,Friendly,Smile,Biryani
13,Male,N/A,5.0,1.3,5489,0.7,Calm,Calm,Happy,Ice Cream
22,Transgender,N/A,6.2,2.2,7449,1.8,Polite,Good,Happy,Biryani
40,Male,N/A,4.6,1.1,4457,2.2,Rude,Good,Happy,Salad
24,Female,No,6.6,3.6,14787,1.9,Polite,Calm,Sad,Sushi
27,Male,N/A,6.5,0.9,9166,2.4,Calm,Good,Sad,Pizza
45,Female,No,7.7,2.4,3488,2.0,Polite,Calm,Sad,Burger
43,Male,N/A,5.5,1.3,3505,0.8,Polite,Friendly,Joy,Sushi
60,Male,N/A,8.4,1.9,4725,0.9,Rude,Calm,Happy,Biryani
20,Transgender,N/A,6.5,2.4,9742,1.3,Rude,Calm,Happy,Dosa
59,Female,NA,4.7,2.3,10702,2.6,Polite,Calm,Sad,Smoothie
53,Male,N/A,7.4,2.8,2999,0.1,Harsh,Friendly,Smile,Salad
31,Transgender,N/A,8.1,3.0,13931,2.0,Harsh,Calm,Smile,Burger
15,Male,N/A,4.4,0.8,12799,1.6,Calm,Good,Smile,Burger
53,Female,NA,5.8,1.2,3687,2.0,Harsh,Calm,Joy,Pasta
39,Male,N/A,6.0,2.0,13412,0.5,Rude,Friendly,Happy,Salad
42,Transgender,N/A,7.6,1.2,7304,2.4,Harsh,Good,Smile,Pizza
25,Female,No,5.9,0.8,8160,1.8,Rude,Calm,Sad,Pizza
25,Female,NA,5.2,1.1,13816,0.6,Rude,Good,Sad,Sushi
15,Female,NA,8.1,3.7,10558,2.2,Polite,Good,Happy,Pizza
46,Transgender,N/A,7.2,2.9,7736,0.2,Polite,Calm,Sad,Dosa
51,Transgender,N/A,8.1,0.9,8032,1.5,Harsh,Calm,Smile,Burger
20,Transgender,N/A,7.2,3.6,12371,0.8,Calm,Good,Sad,Ice Cream
47,Male,N/A,8.3,1.6,3933,1.0,Polite,Friendly,Happy,Ice Cream
42,Female,Yes,4.2,2.8,2194,2.6,Polite,Friendly,Smile,Pasta
52,Female,No,8.2,3.0,5552,1.3,Polite,Good,Happy,Ice Cream
20,Male,N/A,5.0,2.1,4102,1.7,Calm,Friendly,Sad,Fried Rice
24,Female,NA,8.6,1.5,4999,0.7,Calm,Good,Smile,Fried Rice
39,Female,No,9.0,1.9,1427,0.8,Polite,Good,Happy,Burger
13,Transgender,N/A,7.4,1.2,10024,2.5,Polite,Friendly,Happy,Pasta
46,Transgender,N/A,6.7,2.6,13964,0.3,Calm,Friendly,Sad,Pizza
22,Male,N/A,7.2,3.3,2941,1.6,Harsh,Friendly,Smile,Fried Rice
42,Male,N/A,4.1,3.5,4592,1.1,Rude,Calm,Happy,Sushi
30,Transgender,N/A,4.4,3.5,14600,2.0,Harsh,Good,Joy,Salad
30,Female,Yes,8.6,2.7,7562,2.6,Rude,Friendly,Sad,Biryani
31,Male,N/A,7.6,3.5,10403,1.0,Polite,Good,Smile,Ice Cream
28,Transgender,N/A,6.7,0.8,11651,2.8,Polite,Calm,Happy,Smoothie
41,Transgender,N/A,4.9,1.9,14887,2.9,Polite,Friendly,Smile,Sushi
26,Male,N/A,7.6,1.7,8130,2.0,Rude,Friendly,Happy,Salad
22,Female,No,7.9,3.7,3371,0.7,Polite,Calm,Smile,Biryani
54,Female,Yes,5.4,1.9,14268,2.6,Polite,Friendly,Sad,Sushi
53,Transgender,N/A,6.1,3.9,13011,0.5,Rude,Calm,Sad,Burger
44,Male,N/A,8.5,3.5,3384,0.6,Calm,Friendly,Happy,Burger
55,Female,Yes,5.5,3.1,9692,0.2,Calm,Friendly,Smile,Sushi
58,Female,NA,4.8,2.8,10343,1.9,Calm,Calm,Sad,Ice Cream
22,Male,N/A,7.8,2.8,12575,1.1,Rude,Friendly,Happy,Biryani
40,Female,Yes,4.7,1.9,2500,0.2,Harsh,Friendly,Sad,Pizza
54,Transgender,N/A,5.2,0.5,10897,2.0,Harsh,Calm,Happy,Sushi
14,Male,N/A,8.9,2.2,13782,2.0,Calm,Calm,Sad,Fried Rice
39,Male,N/A,8.7,0.7,4938,2.9,Harsh,Friendly,Sad,Smoothie
22,Transgender,N/A,4.8,0.6,1073,1.7,Harsh,Friendly,Smile,Fried Rice
24,Female,NA,5.5,3.0,10158,1.0,Polite,Good,Joy,Pasta
21,Female,NA,4.8,3.1,12774,2.1,Harsh,Calm,Happy,Fried Rice
49,Transgender,N/A,7.5,2.7,7038,0.9,Rude,Friendly,Smile,Pasta
21,Transgender,N/A,6.8,3.1,9249,1.2,Rude,Good,Joy,Dosa
50,Transgender,N/A,6.1,1.0,11363,0.4,Harsh,Good,Smile,Smoothie
55,Transgender,N/A,5.5,3.8,4174,1.5,Polite,Good,Joy,Sushi
53,Transgender,N/A,6.7,0.7,4829,0.0,Rude,Friendly,Smile,Pizza
53,Transgender,N/A,8.6,1.6,7657,1.2,Calm,Friendly,Smile,Smoothie
47,Female,NA,4.6,1.5,14307,0.8,Calm,Calm,Happy,Dosa
29,Female,No,7.2,3.9,6729,1.3,Calm,Calm,Happy,Pizza
48,Male,N/A,7.9,1.1,10877,0.7,Polite,Calm,Happy,Biryani
44,Male,N/A,5.4,1.0,7689,1.4,Polite,Calm,Sad,Salad
44,Transgender,N/A,6.8,2.6,1374,3.0,Polite,Friendly,Happy,Salad
50,Transgender,N/A,8.2,2.5,7545,0.1,Rude,Calm,Joy,Salad
58,Female,Yes,4.9,0.6,2269,2.0,Polite,Calm,Happy,Dosa
43,Transgender,N/A,5.3,0.6,1072,2.9,Calm,Friendly,Smile,Ice Cream
21,Female,NA,7.0,2.6,7933,0.5,Calm,Good,Happy,Burger
20,Female,NA,4.2,2.4,11330,2.5,Calm,Friendly,Smile,Dosa
29,Male,N/A,4.2,1.2,11390,0.5,Calm,Good,Joy,Smoothie
59,Transgender,N/A,6.8,2.0,6149,2.1,Calm,Good,Joy,Ice Cream
56,Male,N/A,6.6,2.9,1290,0.3,Calm,Good,Smile,Dosa
40,Transgender,N/A,6.1,2.4,3271,2.0,Harsh,Friendly,Sad,Burger
24,Transgender,N/A,4.7,2.5,12113,2.2,Rude,Calm,Joy,Smoothie
15,Transgender,N/A,4.1,2.8,6846,0.4,Calm,Calm,Smile,Smoothie
55,Transgender,N/A,7.4,2.1,1154,0.1,Harsh,Calm,Sad,Burger
32,Transgender,N/A,6.3,1.9,1062,0.5,Calm,Friendly,Happy,Pizza
43,Female,No,8.9,1.7,10772,0.6,Calm,Calm,Sad,Burger
13,Male,N/A,5.4,1.3,3094,1.8,Rude,Friendly,Happy,Fried Rice
36,Transgender,N/A,5.8,3.0,9367,0.4,Rude,Good,Happy,Sushi
45,Female,NA,8.8,3.8,8488,2.0,Harsh,Calm,Happy,Sushi
59,Transgender,N/A,7.0,2.8,1307,0.9,Calm,Friendly,Sad,Burger
43,Male,N/A,8.8,2.3,14619,2.2,Polite,Calm,Sad,Ice Cream
32,Transgender,N/A,4.4,0.5,3151,1.9,Rude,Friendly,Smile,Sushi
45,Male,N/A,7.5,3.6,11618,1.3,Rude,Friendly,Joy,Pizza
19,Female,No,8.2,1.7,3720,1.0,Rude,Friendly,Sad,Salad
58,Female,No,4.1,1.2,10981,0.4,Polite,Good,Joy,Pizza
20,Male,N/A,7.0,4.0,6579,2.4,Rude,Good,Happy,Salad
47,Female,Yes,8.9,0.6,11550,1.1,Harsh,Calm,Sad,Smoothie
52,Female,NA,6.1,2.0,2156,1.8,Rude,Friendly,Smile,Biryani
22,Female,NA,4.5,3.9,11834,1.8,Calm,Good,Joy,Ice Cream
45,Female,No,5.0,1.7,5844,2.0,Calm,Good,Happy,Dosa
48,Female,Yes,5.2,2.7,12646,0.3,Rude,Calm,Joy,Ice Cream
41,Female,NA,6.1,2.0,11246,0.4,Rude,Calm,Joy,Fried Rice
26,Female,No,7.7,4.0,5494,2.4,Polite,Friendly,Sad,Burger
17,Male,N/A,7.0,2.7,4176,2.3,Harsh,Friendly,Smile,Fried Rice
40,Transgender,N/A,6.9,4.0,5314,2.7,Calm,Friendly,Happy,Burger
40,Transgender,N/A,6.5,1.6,6235,2.6,Rude,Friendly,Smile,Smoothie
49,Male,N/A,6.1,3.2,6583,0.6,Polite,Calm,Joy,Ice Cream
54,Female,NA,7.3,1.7,12151,2.9,Rude,Friendly,Joy,Dosa
42,Transgender,N/A,4.5,3.8,2240,0.7,Calm,Calm,Happy,Salad
44,Transgender,N/A,6.1,1.2,8124,1.8,Rude,Calm,Happy,Ice Cream
14,Male,N/A,7.5,2.8,10894,0.2,Rude,Calm,Happy,Ice Cream
43,Transgender,N/A,4.8,1.1,9506,2.9,Harsh,Friendly,Happy,Fried Rice
39,Female,Yes,5.8,2.0,7197,0.4,Harsh,Calm,Joy,Fried Rice
34,Transgender,N/A,8.2,1.0,1725,1.0,Polite,Friendly,Joy,Pizza
13,Transgender,N/A,4.4,1.2,12763,2.1,Rude,Good,Sad,Smoothie
27,Transgender,N/A,8.2,2.9,2426,1.3,Harsh,Calm,Smile,Salad
17,Transgender,N/A,7.7,3.3,2236,0.4,Polite,Good,Happy,Dosa
28,Male,N/A,6.1,3.7,12944,3.0,Harsh,Good,Happy,Fried Rice
29,Female,No,4.9,3.7,5086,1.9,Harsh,Calm,Joy,Ice Cream
33,Transgender,N/A,6.9,3.7,6619,0.9,Calm,Good,Sad,Burger
58,Transgender,N/A,6.6,1.1,5587,1.8,Calm,Good,Happy,Smoothie
54,Transgender,N/A,6.4,1.5,3178,1.2,Calm,Calm,Smile,Salad
54,Female,Yes,6.1,3.8,13175,1.8,Polite,Calm,Sad,Sushi
56,Male,N/A,8.7,2.9,13712,0.7,Rude,Good,Happy,Ice Cream
21,Transgender,N/A,7.0,1.9,14197,1.8,Harsh,Friendly,Sad,Pasta
26,Transgender,N/A,4.8,0.7,12686,2.7,Harsh,Good,Sad,Pizza
56,Transgender,N/A,6.6,2.3,2864,1.8,Polite,Friendly,Sad,Dosa
58,Transgender,N/A,7.7,1.0,14913,0.8,Calm,Calm,Happy,Pasta
46,Male,N/A,6.9,1.4,14514,1.9,Rude,Friendly,Sad,Burger
40,Female,No,8.2,3.1,13951,1.2,Polite,Friendly,Smile,Dosa
23,Female,No,4.8,2.6,2855,0.5,Rude,Good,Joy,Dosa
14,Male,N/A,4.4,1.4,2603,2.5,Harsh,Good,Sad,Ice Cream
17,Transgender,N/A,7.0,1.7,9212,2.7,Harsh,Friendly,Joy,Sushi
29,Male,N/A,5.0,1.8,7002,0.7,Rude,Calm,Happy,Smoothie
45,Male,N/A,6.2,3.0,7009,0.4,Rude,Good,Sad,Dosa
58,Transgender,N/A,8.5,2.5,14078,2.0,Rude,Calm,Joy,Smoothie
46,Transgender,N/A,4.6,3.0,12635,2.2,Harsh,Calm,Sad,Biryani
57,Male,N/A,7.3,2.2,12453,1.6,Calm,Calm,Sad,Salad
59,Female,Yes,4.4,2.9,9169,0.1,Harsh,Calm,Happy,Pizza
44,Female,Yes,4.9,3.6,5103,2.8,Polite,Good,Joy,Ice Cream
16,Male,N/A,7.3,3.5,8647,2.1,Harsh,Calm,Joy,Pizza
43,Female,No,4.6,2.2,1762,2.1,Calm,Friendly,Sad,Fried Rice
58,Female,NA,8.9,2.8,10264,1.9,Polite,Friendly,Joy,Smoothie
21,Transgender,N/A,7.3,1.8,3879,1.9,Rude,Calm,Smile,Pasta
43,Female,NA,7.0,0.7,3788,1.2,Polite,Friendly,Sad,Biryani
37,Male,N/A,7.8,0.6,11301,1.6,Calm,Friendly,Joy,Sushi
21,Transgender,N/A,4.5,0.9,10549,0.9,Polite,Friendly,Joy,Pizza
58,Female,NA,6.4,2.3,13737,0.6,Polite,Good,Joy,Burger
14,Male,N/A,4.5,2.6,1400,2.6,Rude,Good,Joy,Fried Rice
42,Male,N/A,4.7,3.8,4625,1.6,Harsh,Friendly,Sad,Pasta
18,Transgender,N/A,6.2,4.0,3113,0.7,Rude,Calm,Joy,Ice Cream
23,Transgender,N/A,7.4,2.3,5325,2.2,Calm,Friendly,Happy,Smoothie
51,Female,NA,5.1,1.2,6123,0.2,Harsh,Good,Joy,Smoothie
31,Female,No,4.3,3.5,10067,0.5,Rude,Good,Happy,Pasta
58,Male,N/A,8.1,0.9,4399,1.1,Calm,Friendly,Happy,Pizza
14,Transgender,N/A,8.1,0.9,1875,2.1,Calm,Friendly,Smile,Pizza
60,Male,N/A,5.0,1.4,8680,2.3,Polite,Good,Sad,Ice Cream
40,Transgender,N/A,5.0,1.1,11717,0.4,Polite,Friendly,Sad,Pizza
60,Male,N/A,8.0,2.6,6250,1.0,Rude,Friendly,Smile,Sushi
26,Female,No,7.8,0.6,2826,2.7,Polite,Calm,Joy,Biryani
33,Male,N/A,6.5,1.0,14355,1.2,Calm,Friendly,Sad,Salad
54,Transgender,N/A,7.9,1.1,13962,0.0,Polite,Good,Smile,Sushi
19,Female,No,4.3,2.6,13916,2.1,Rude,Friendly,Joy,Pasta
60,Transgender,N/A,8.7,2.4,9035,0.9,Rude,Friendly,Joy,Pasta
51,Female,Yes,4.9,3.1,12214,1.4,Polite,Calm,Smile,Biryani
13,Transgender,N/A,7.1,2.6,3692,1.5,Rude,Calm,Smile,Smoothie
30,Female,NA,4.3,0.6,3031,2.5,Polite,Calm,Sad,Dosa
29,Female,No,6.8,0.6,10910,1.5,Harsh,Calm,Joy,Fried Rice
38,Female,Yes,5.9,1.0,9299,0.3,Polite,Calm,Happy,Dosa
47,Transgender,N/A,6.2,3.3,3957,1.6,Harsh,Calm,Smile,Fried Rice
32,Male,N/A,4.6,0.8,13451,1.7,Calm,Friendly,Joy,Smoothie
57,Male,N/A,7.3,1.1,7735,1.1,Harsh,Calm,Joy,Salad
20,Male,N/A,8.6,1.0,1533,0.5,Calm,Calm,Joy,Dosa
57,Transgender,N/A,4.7,1.9,2845,1.5,Harsh,Calm,Happy,Pasta
37,Female,No,9.0,1.4,12549,2.6,Polite,Friendly,Happy,Dosa
34,Transgender,N/A,8.8,2.3,7911,1.5,Polite,Good,Smile,Ice Cream
36,Male,N/A,4.5,0.8,6610,0.8,Polite,Calm,Sad,Salad
54,Transgender,N/A,6.2,1.8,6689,2.0,Harsh,Calm,Sad,Burger
39,Female,No,7.9,2.8,4767,1.6,Polite,Calm,Sad,Salad
34,Male,N/A,8.3,3.9,9014,0.7,Rude,Good,Smile,Ice Cream
37,Female,Yes,6.6,2.9,7562,1.4,Calm,Good,Happy,Burger
48,Transgender,N/A,8.2,4.0,10270,2.8,Rude,Friendly,Happy,Biryani
53,Transgender,N/A,4.7,2.4,14130,2.1,Harsh,Good,Joy,Ice Cream
21,Transgender,N/A,7.4,3.0,1541,2.4,Rude,Friendly,Happy,Dosa
38,Female,NA,8.2,2.3,5077,2.5,Rude,Calm,Smile,Dosa
41,Female,No,8.7,4.0,9337,0.2,Calm,Friendly,Sad,Pasta
44,Male,N/A,4.4,2.3,4505,0.9,Rude,Good,Sad,Pizza
37,Transgender,N/A,7.8,1.5,12151,1.9,Rude,Good,Happy,Burger
16,Transgender,N/A,8.1,3.9,6421,0.6,Calm,Friendly,Smile,Ice Cream
52,Male,N/A,8.7,2.0,1165,1.2,Harsh,Friendly,Sad,Smoothie
57,Female,Yes,6.8,1.7,6470,1.1,Harsh,Calm,Smile,Sushi
49,Female,Yes,7.9,1.9,11362,1.1,Polite,Calm,Happy,Smoothie
30,Female,No,4.0,3.0,12025,0.2,Polite,Good,Smile,Biryani
15,Female,Yes,8.8,1.6,7569,1.7,Harsh,Friendly,Smile,Ice Cream
59,Male,N/A,6.3,3.6,6990,0.8,Polite,Good,Joy,Burger
46,Female,Yes,5.5,1.7,9384,2.0,Calm,Calm,Sad,Sushi
22,Male,N/A,4.5,0.6,7693,0.6,Rude,Good,Smile,Ice Cream
59,Male,N/A,7.1,2.0,3814,1.4,Harsh,Good,Smile,Biryani
35,Female,Yes,5.3,2.6,3663,2.5,Polite,Friendly,Smile,Burger
35,Female,NA,8.5,0.7,10564,2.4,Harsh,Calm,Sad,Pizza
20,Female,Yes,8.1,2.9,2434,1.4,Polite,Friendly,Happy,Pasta
55,Female,Yes,6.0,1.5,12896,2.2,Calm,Friendly,Sad,Burger
24,Male,N/A,8.2,2.1,14154,2.6,Polite,Calm,Happy,Fried Rice
16,Female,NA,7.9,3.4,2839,1.5,Polite,Good,Sad,Ice Cream
54,Female,NA,4.5,2.5,5222,0.7,Polite,Calm,Happy,Ice Cream
55,Female,No,4.1,0.8,1782,0.1,Calm,Good,Happy,Dosa
38,Male,N/A,7.8,2.7,9596,2.1,Rude,Calm,Smile,Smoothie
28,Male,N/A,7.0,0.5,9133,0.1,Polite,Good,Joy,Pasta
27,Female,Yes,4.9,3.0,1446,0.9,Calm,Friendly,Sad,Ice Cream
38,Transgender,N/A,4.4,2.7,10444,0.1,Rude,Friendly,Smile,Ice Cream
34,Male,N/A,4.0,2.2,3331,2.4,Polite,Calm,Sad,Fried Rice
50,Female,NA,8.5,1.2,12608,1.7,Calm,Good,Smile,Pasta
17,Female,No,4.0,1.6,10674,2.0,Calm,Friendly,Sad,Dosa
33,Female,Yes,8.5,2.0,4607,1.0,Rude,Calm,Sad,Salad
52,Transgender,N/A,5.4,3.9,13689,0.3,Calm,Good,Joy,Fried Rice
42,Female,No,5.8,1.5,7291,1.6,Polite,Friendly,Smile,Fried Rice
41,Transgender,N/A,7.9,2.9,4679,0.1,Rude,Calm,Joy,Dosa
31,Transgender,N/A,5.2,2.8,4499,0.4,Calm,Friendly,Joy,Salad
60,Male,N/A,5.2,3.3,3968,1.0,Harsh,Friendly,Sad,Smoothie
32,Female,Yes,6.8,1.5,8842,0.3,Polite,Friendly,Sad,Ice Cream
30,Male,N/A,8.6,0.9,4408,1.4,Polite,Friendly,Sad,Salad
36,Male,N/A,6.0,2.8,5172,1.8,Rude,Friendly,Sad,Smoothie
48,Transgender,N/A,4.9,2.5,12874,2.2,Polite,Calm,Happy,Dosa
49,Female,No,7.4,2.2,6888,0.4,Polite,Good,Sad,Biryani
32,Transgender,N/A,6.0,1.3,5153,0.3,Rude,Friendly,Joy,Biryani
33,Transgender,N/A,5.4,3.7,10424,2.2,Harsh,Good,Happy,Salad
55,Transgender,N/A,6.8,2.6,10797,2.3,Calm,Good,Smile,Pizza
21,Male,N/A,6.0,2.0,5840,2.2,Rude,Friendly,Sad,Fried Rice
